symbol,name,exchange,type
COE,China Online Education Group,New York Stock Exchange,stock
CDR-PB,Cedar Realty Trust  Inc.,New York Stock Exchange,stock
EFC-PD,Ellington Financial Inc.,New York Stock Exchange,stock
HCXY,Hercules Capital  Inc.,New York Stock Exchange,stock
CNDA,Concord Acquisition Corp II,New York Stock Exchange,stock
FRT-PC,Federal Realty Investment Trust,New York Stock Exchange,stock
VISL,Vislink Technologies  Inc.,NASDAQ Capital Market,stock
BC-PC,Brunswick Corporation 6.375% No,New York Stock Exchange,stock
TRTN-PA,Triton International Limited,New York Stock Exchange,stock
ACGR,American Century ETF Trust - American Century Large Cap Growth ETF,New York Stock Exchange,stock
REED,Reed's  Inc.,NASDAQ Capital Market,stock
AMH-PH,American Homes 4 Rent,New York Stock Exchange,stock
MKC-V,McCormick & Company  Incorporated,New York Stock Exchange,stock
PRIF-PK,Priority Income Fund  Inc.,New York Stock Exchange,stock
ECCW,Eagle Point Credit Company Inc.,New York Stock Exchange,stock
SAT,Saratoga Investment Corp 6.00%,New York Stock Exchange,stock
AKO-B,Embotelladora Andina S.A.,New York Stock Exchange,stock
GWH-WT,ESS Tech  Inc. WT,New York Stock Exchange,stock
IMAQR,International Media Acquisition Corp.,NASDAQ Capital Market,stock
NGL-PC,NGL Energy Partners LP,New York Stock Exchange,stock
MITT-PA,AG Mortgage Investment Trust  Inc.,New York Stock Exchange,stock
UWMC-WT,UWM Holdings Corporation,New York Stock Exchange,stock
RCC,Ready Capital Corporation 5.75%,New York Stock Exchange,stock
SES-WT,SES AI Corporation,New York Stock Exchange,stock
AHT-PH,Ashford Hospitality Trust  Inc.,New York Stock Exchange,stock
HVT-A,Haverty Furniture Companies  Inc.,New York Stock Exchange,stock
ETI-P,Entergy Texas  Inc.,New York Stock Exchange,stock
FHN-PC,First Horizon Corporation,New York Stock Exchange,stock
NTZ,Natuzzi S.p.A.,New York Stock Exchange,stock
AC,Associated Capital Group  Inc.,New York Stock Exchange,stock
DLNG-PB,Dynagas LNG Partners LP,New York Stock Exchange,stock
ASB-PF,Associated Banc-Corp,New York Stock Exchange,stock
NOTE-WT,FiscalNote Holdings  Inc.,New York Stock Exchange,stock
TBIO,Telesis Bio  Inc.,NASDAQ Global Select,stock
GLP-PB,Global Partners LP,New York Stock Exchange,stock
ENJ,Entergy Utility Group  Inc. 1ST MTG 5% 52,New York Stock Exchange,stock
CIO-PA,City Office REIT  Inc.,New York Stock Exchange,stock
FISK,Empire State Realty OP  L.P.,New York Stock Exchange Arca,stock
CLVR,Clever Leaves Holdings Inc.,NASDAQ Capital Market,stock
ZIVOW,ZIVO Bioscience  Inc.,NASDAQ Capital Market,stock
INN-PF,Summit Hotel Properties  Inc.,New York Stock Exchange,stock
PXMD,PaxMedica  Inc. Common Stock,NASDAQ,stock
NESRW,National Energy Services Reunited Corp,NASDAQ Capital Market,stock
JEWL,Adamas One Corp.,NASDAQ,stock
INFO,Harbor PanAgora Dynamic Large Cap Core ETF,New York Stock Exchange,stock
SPE-PC,Special Opportunities Fund  Inc.,New York Stock Exchange,stock
ABLD,TrimTabs ETF Trust - Donoghue Forlines Yield Enhanced Real Asset ETF,New York Stock Exchange,stock
IMAQ,International Media Acquisition Corp.,NASDAQ Capital Market,stock
PRST,Presto Automation  Inc.,NASDAQ Global Market,stock
SMFL,Smart for Life  Inc.,NASDAQ Capital Market,stock
MCAGR,Mountain Crest Acquisition Corp. V,NASDAQ Global Market,stock
SST-WT,System1  Inc. WT,New York Stock Exchange,stock
HGAS,Global Gas Corporation,NASDAQ Capital Market,stock
BHR-PD,Braemar Hotels & Resorts Inc.,New York Stock Exchange,stock
KBNT,Kubient  Inc.,NASDAQ Capital Market,stock
MVLA,Movella Holdings Inc.,NASDAQ Global Market,stock
GBNY,Generations Bancorp NY  Inc.,NASDAQ Capital Market,stock
ECCC,Eagle Point Credit Company Inc.,New York Stock Exchange,stock
GTN-A,Gray Television  Inc.,New York Stock Exchange,stock
JACS,Jackson Acquisition Company II,New York Stock Exchange,stock
TPTA,Terra Property Trust  Inc. 6.00,New York Stock Exchange,stock
OPP-PB,RiverNorth/DoubleLine Strategic Opportunity Fund  Inc.,New York Stock Exchange,stock
EFC-PC,Ellington Financial Inc.,New York Stock Exchange,stock
VACHU,Voyager Acquisition Corp Unit,NASDAQ Global Market,stock
EXEEL,Expand Energy Corporation,NASDAQ Global Select,stock
RENEW,Cartesian Growth Corporation II,NASDAQ Global Select,stock
WINVR,WinVest Acquisition Corp.,NASDAQ Capital Market,stock
ONMDW,OneMedNet Corporation,NASDAQ Global Market,stock
VRMEW,VerifyMe  Inc.,NASDAQ Capital Market,stock
BUJA,Bukit Jalil Global Acquisition 1 Ltd,NASDAQ Capital Market,stock
MKDWW,MKD Technology Inc.,NASDAQ Global Market,stock
VMCA,Valuence Merger Corp. I,NASDAQ Global Market,stock
ASPCR,A SPAC III Acquisition Corp.,NASDAQ Capital Market,stock
MLAC,Mountain Lake Acquisition Corp.,NASDAQ Capital Market,stock
MLACU,Mountain Lake Acquisition Corp. Units,NASDAQ Capital Market,stock
REGCP,Regency Centers Corporation,NASDAQ Global Select,stock
GDEVW,Nexters Inc.,NASDAQ Global Market,stock
CLRC,ClimateRock,NASDAQ Global Market,stock
BUJAR,Bukit Jalil Global Acquisition 1 Ltd,NASDAQ Capital Market,stock
MBNKP,Medallion Bank,NASDAQ Capital Market,stock
ECDAW,ECD Automotive Design  Inc.,NASDAQ Capital Market,stock
AMPGW,AmpliTech Group  Inc.,NASDAQ Capital Market,stock
CELUW,Celularity Inc.,NASDAQ Capital Market,stock
GSRTU,GSR III Acquisition Corp.,NASDAQ Global Market,stock
GBBKW,Global Blockchain Acquisition Corp.,NASDAQ Global Select,stock
IVDAW,Iveda Solutions  Inc.,NASDAQ Global Select,stock
ZEOWW,Zeo Energy Corp.,NASDAQ Global Market,stock
TBMC,Trailblazer Merger Corporation I,NASDAQ Global Market,stock
TAVIU,Tavia Acquisition Corp.,NASDAQ Global Market,stock
ANGHW,Anghami Inc.,NASDAQ Capital Market,stock
VMCAW,Valuence Merger Corp. I,NASDAQ Global Market,stock
HCVIW,Hennessy Capital Investment Corp. VI,NASDAQ Global Market,stock
NRSNW,NeuroSense Therapeutics Ltd.,NASDAQ Capital Market,stock
WVVIP,Willamette Valley Vineyards  Inc.,NASDAQ Capital Market,stock
TDACU,Translational Development Acquisition Corp.,NASDAQ Capital Market,stock
LSBPW,LakeShore Biopharma Co.  Ltd.,NASDAQ Global Market,stock
OCEAW,Ocean Biomedical  Inc.,NASDAQ Capital Market,stock
CEROW,CERo Therapeutics Holdings  Inc.,NASDAQ Capital Market,stock
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,NASDAQ,stock
PITAW,Heramba Electric plc,NASDAQ Global Market,stock
SFBC,Sound Financial Bancorp  Inc.,NASDAQ Capital Market,stock
COCHW,Envoy Medical  Inc.,NASDAQ Capital Market,stock
SVIIW,Spring Valley Acquisition Corp. II,NASDAQ Global Market,stock
GDSTW,Goldenstone Acquisition Limited,NASDAQ Capital Market,stock
ABPWW,Abpro Holdings Inc,NASDAQ Global Market,stock
SHLT,SHL Telemedicine Ltd.,NASDAQ Capital Market,stock
FATBW,FAT Brands Inc.,NASDAQ Capital Market,stock
NTRBW,Nutriband Inc.,NASDAQ Capital Market,stock
EXEEW,Expand Energy Corporation,NASDAQ Capital Market,stock
NIXXW,Nixxy  Inc.,NASDAQ Capital Market,stock
COLAU,Columbus Acquisition Corp Unit,NASDAQ Global Select,stock
AIMBU,Aimfinity Investment Corp. I,NASDAQ Global Select,stock
TOIIW,The Oncology Institute  Inc.,NASDAQ Capital Market,stock
OMIC,Singular Genomics Systems  Inc.,NASDAQ Global Select,stock
KBSX,FST Corp. Ordinary Shares,NASDAQ Global Market,stock
OACCU,Oaktree Acquisition Corp. III Life Sciences Unit,NASDAQ Global Select,stock
BNIXW,Bannix Acquisition Corp.,NASDAQ Capital Market,stock
SHMDW,SCHMID Group N.V. Warrants,NASDAQ Global Market,stock
HSPOW,Horizon Space Acquisition I Corp. Warrant,NASDAQ Global Market,stock
OAKU,Oak Woods Acquisition Corporation,NASDAQ Capital Market,stock
NRXPW,NRx Pharmaceuticals  Inc.,NASDAQ Global Market,stock
RDIB,Reading International  Inc.,NASDAQ Capital Market,stock
ISRL,Israel Acquisitions Corp,NASDAQ Global Market,stock
HONDU,HCM II Acquisition Corp. Unit,NASDAQ Global Market,stock
BRLSW,Borealis Foods Inc.,NASDAQ Capital Market,stock
HCVI,Hennessy Capital Investment Corp. VI,NASDAQ Global Market,stock
GYRO,Gyrodyne  LLC,NASDAQ Capital Market,stock
SQFTW,Presidio Property Trust  Inc.,NASDAQ Capital Market,stock
FORL,Four Leaf Acquisition Corporation,NASDAQ Capital Market,stock
PXSAW,Pyxis Tankers Inc.,NASDAQ Capital Market,stock
GBLI,Global Indemnity Group  LLC,New York Stock Exchange,stock
REXR-PC,Rexford Industrial Realty  Inc.,New York Stock Exchange,stock
FEDU,Four Seasons Education (Cayman) Inc.,New York Stock Exchange,stock
PRIF-PD,Priority Income Fund  Inc.,New York Stock Exchange,stock
WTMAR,Welsbach Technology Metals Acquisition Corp.,NASDAQ Global Market,stock
CTA-PA,E. I. du Pont de Nemours and Company,New York Stock Exchange,stock
AHT-PG,Ashford Hospitality Trust  Inc.,New York Stock Exchange,stock
HTFB,Horizon Technology Finance Corporation,New York Stock Exchange,stock
AHT-PI,Ashford Hospitality Trust  Inc.,New York Stock Exchange,stock
USB-PA,U.S. Bancorp PERP PFD SER A,New York Stock Exchange,stock
NVACR,NorthView Acquisition Corporation,NASDAQ Global Market,stock
MOND,Mondee Holdings  Inc.,NASDAQ Global Market,stock
PPYAU,Papaya Growth Opportunity Corp. I,NASDAQ Global Market,stock
AGM-A,Federal Agricultural Mortgage Corporation,New York Stock Exchange,stock
CCZ,Comcast Holdings Corp.,New York Stock Exchange,stock
WLYB,John Wiley & Sons  Inc.,New York Stock Exchange,stock
MGOL,MGO Global Inc. Common Stock,NASDAQ Capital Market,stock
WINVW,WinVest Acquisition Corp.,NASDAQ Capital Market,stock
ALCYU,Alchemy Investments Acquisition Corp 1,NASDAQ Global Market,stock
BUJAW,Bukit Jalil Global Acquisition 1 Ltd,NASDAQ Global Market,stock
KTTAW,Pasithea Therapeutics Corp.,NASDAQ Capital Market,stock
NLSPW,NLS Pharmaceutics AG,NASDAQ Capital Market,stock
MSPRZ,MSP Recovery  Inc.,NASDAQ Global Market,stock
ESHA,ESH Acquisition Corp.,NASDAQ Global Market,stock
EXEEZ,Expand Energy Corporation,NASDAQ Capital Market,stock
RENEU,Cartesian Growth Corporation II,NASDAQ Global Market,stock
ASPCU,A SPAC III Acquisition Corp.,NASDAQ Stock Market,stock
DECAW,Denali Capital Acquisition Corp.,NASDAQ Global Market,stock
NTWOU,Newbury Street II Acquisition Corporation,NASDAQ Global Market,stock
ATMC,AlphaTime Acquisition Corp,NASDAQ Global Market,stock
MSSA,Metal Sky Star Acquisition Corporation,NASDAQ Global Market,stock
KELYB,Kelly Services  Inc.,NASDAQ Global Select,stock
SWVLW,Swvl Holdings Corp.,NASDAQ Global Market,stock
CTCXW,Carmell Corporation,NASDAQ Capital Market,stock
WINV,WinVest Acquisition Corp.,NASDAQ Capital Market,stock
GATE,Marblegate Acquisition Corp.,NASDAQ Global Market,stock
UKOMW,Ucommune International Ltd,NASDAQ Capital Market,stock
AITRU,AI TRANSPORTATION ACQUISITION CORP Unit,NASDAQ,stock
YOTA,Yotta Acquisition Corporation,NASDAQ Global Market,stock
CNFRZ,Conifer Holdings  Inc.,NASDAQ Global Market,stock
ATMCW,AlphaTime Acquisition Corp,NASDAQ Global Market,stock
NVACW,NorthView Acquisition Corporation,NASDAQ Global Market,stock
TY-P,Tri-Continental Corporation PFD $2.50,New York Stock Exchange,stock
LFT-PA,Lument Finance Trust  Inc.,New York Stock Exchange,stock
PPYAW,Papaya Growth Opportunity Corp. I,NASDAQ Global Select,stock
SONX,Sonendo  Inc.,New York Stock Exchange,stock
HGASW,Global Gas Corporation,NASDAQ Global Market,stock
WSO-B,Watsco  Inc.,New York Stock Exchange,stock
IGTA,Inception Growth Acquisition Limited,NASDAQ Global Market,stock
MTEM,Molecular Templates  Inc.,NASDAQ Global Select,stock
WTMA,Welsbach Technology Metals Acquisition Corp.,NASDAQ Global Market,stock
HL-PB,Hecla Mining Company,New York Stock Exchange,stock
CNO-PA,CNO Financial Group  Inc. 5.125,New York Stock Exchange,stock
CLBR-UN,Colombier Acquisition Corp.,New York Stock Exchange,stock
IRAAW,Iris Acquisition Corp,NASDAQ Capital Market,stock
BPTH,Bio-Path Holdings  Inc.,NASDAQ Capital Market,stock
HSPTU,Horizon Space Acquisition II Corp. Units,NASDAQ Global Market,stock
SPHAU,Shepherd Ave Capital Acquisition Corporation Unit,NASDAQ Global Select,stock
GBBK,Global Blockchain Acquisition Corp.,NASDAQ Global Market,stock
WINVU,WinVest Acquisition Corp.,NASDAQ Capital Market,stock
BBLGW,Bone Biologics Corporation,NASDAQ Capital Market,stock
PCTTU,PureCycle Technologies  Inc.,NASDAQ Capital Market,stock
IPXXU,Inflection Point Acquisition Corp. II,NASDAQ Global Market,stock
PLMKW,Plum Acquisition Corp. IV Warrants,NASDAQ Global Select,stock
MAYS,J.W. Mays  Inc.,NASDAQ Capital Market,stock
AIMAU,Aimfinity Investment Corp. I,NASDAQ Global Market,stock
PLAO,Patria Latin American Opportunity Acquisition Corp.,NASDAQ Global Market,stock
SVII,Spring Valley Acquisition Corp. II,NASDAQ Global Market,stock
EMCGW,Embrace Change Acquisition Corp.,NASDAQ Global Market,stock
HSCSW,Heart Test Laboratories  Inc.,NASDAQ Global Market,stock
ZJZZT,ZJZZT,NASDAQ Global Market,stock
NARI,Inari Medical  Inc.,NASDAQ Global Select,stock
ZOOZW,ZOOZ Power Ltd. Warrant,NASDAQ Global Market,stock
FLDDW,FTAC Emerald Acquisition Corp.,NASDAQ Global Market,stock
MNTN,Everest Consolidator Acquisition Corporation,New York Stock Exchange,stock
IGTAW,Inception Growth Acquisition Limited,NASDAQ Global Market,stock
TPX,Tempur Sealy International  Inc.,New York Stock Exchange,stock
MUI,BlackRock Municipal Income Fund  Inc.,New York Stock Exchange,stock
MYNA,Mynaric AG,NASDAQ Global Select,stock
SENEB,Seneca Foods Corporation,NASDAQ Global Select,stock
BLAC,Bellevue Life Sciences Acquisition Corp.,NASDAQ Capital Market,stock
AQU,Aquaron Acquisition Corp.,NASDAQ Global Market,stock
PWUPW,PowerUp Acquisition Corp.,NASDAQ Global Market,stock
PWUP,PowerUp Acquisition Corp.,NASDAQ Global Market,stock
KVACU,Keen Vision Acquisition Corporation,NASDAQ Global Market,stock
FVNNR,Future Vision II Acquisition Corp.,NASDAQ Global Market,stock
RMCOW,Royalty Management Holding Corporation,NASDAQ Capital Market,stock
GDST,Goldenstone Acquisition Limited,NASDAQ Capital Market,stock
BYNO,byNordic Acquisition Corporation,NASDAQ Global Market,stock
AVGR,Avinger  Inc.,NASDAQ Capital Market,stock
FTAIO,FTAI Aviation Ltd.,NASDAQ Global Select,stock
BLACU,Bellevue Life Sciences Acquisition Corp.,NASDAQ Capital Market,stock
BYNOW,byNordic Acquisition Corporation,NASDAQ Global Select,stock
RELIW,Reliance Global Group  Inc.,NASDAQ Capital Market,stock
WALDW,Waldencast plc,NASDAQ Capital Market,stock
LFLYW,Leafly Holdings  Inc.,NASDAQ Global Market,stock
WAVSW,Western Acquisition Ventures Corp.,NASDAQ Global Market,stock
WAVS,Western Acquisition Ventures Corp.,NASDAQ Global Market,stock
WAVSU,Western Acquisition Ventures Corp.,NASDAQ Global Market,stock
GLLIW,Globalink Investment Inc.,NASDAQ Global Market,stock
NMHIW,Nature's Miracle Holding Inc. Warrants,NASDAQ Global Market,stock
SMAP,SportsMap Tech Acquisition Corp.,NASDAQ Global Market,stock
TAP-A,Molson Coors Beverage Company,New York Stock Exchange,stock
ZUO,Zuora  Inc.,New York Stock Exchange,stock
WISA,WiSA Technologies  Inc.,NASDAQ Capital Market,stock
EZFL,EZFill Holdings Inc.,NASDAQ Capital Market,stock
GSMGW,Glory Star New Media Group Holdings Limited,NASDAQ Capital Market,stock
DGICB,Donegal Group Inc.,NASDAQ Global Select,stock
ABLVW,Able View Inc.,NASDAQ Global Market,stock
RFACR,RF Acquisition Corp.,NASDAQ Global Market,stock
MSSAR,Metal Sky Star Acquisition Corporation,NASDAQ Global Market,stock
IVCAW,Investcorp India Acquisition Corp,NASDAQ Global Market,stock
GATEU,Marblegate Acquisition Corp.,NASDAQ Global Market,stock
PWUPU,PowerUp Acquisition Corp.,NASDAQ Global Market,stock
RFACU,RF Acquisition Corp.,NASDAQ Global Market,stock
RFAC,RF Acquisition Corp.,NASDAQ Global Market,stock
SAIHW,SAIHEAT Limited,NASDAQ Global Market,stock
RFACW,RF Acquisition Corp.,NASDAQ Global Market,stock
SQ,Block  Inc.,New York Stock Exchange,stock
MKFG-WT,Markforged Holding Corporation,New York Stock Exchange,stock
CEIX,CONSOL Energy Inc.,New York Stock Exchange,stock
CTOS-WT,Custom Truck One Source  Inc.,New York Stock Exchange,stock
HIPO-WT,Hippo Holdings Inc. WT,New York Stock Exchange,stock
AIG-PA,American International Group  Inc.,New York Stock Exchange,stock
CLVT-PA,Clarivate Plc,New York Stock Exchange,stock
TNP-PE,Tsakos Energy Navigation Limited,New York Stock Exchange,stock
EQC-PD,Equity Commonwealth,New York Stock Exchange,stock
AGM-PC,Federal Agricultural Mortgage Corporation,New York Stock Exchange,stock
HEAR,Turtle Beach Corporation,NASDAQ Global Market,stock
BIO-B,Bio-Rad Laboratories  Inc.,New York Stock Exchange,stock
DNA-WT,Ginkgo Bioworks Holdings  Inc. WT,New York Stock Exchange,stock
CTV,Innovid Corp.,New York Stock Exchange,stock
TNP,Tsakos Energy Navigation Limited,New York Stock Exchange,stock
ROIC,Retail Opportunity Investments Corp.,NASDAQ Global Select,stock
EVGR,Evergreen Corporation,NASDAQ Global Market,stock
LBTYB,Liberty Global plc,NASDAQ Global Select,stock
DIST,Distoken Acquisition Corporation,NASDAQ Global Market,stock
EVGRU,Evergreen Corporation,NASDAQ Global Market,stock
QETA,Quetta Acquisition Corporation Common Stock,NASDAQ,stock
BYNOU,byNordic Acquisition Corporation,NASDAQ Global Market,stock
FTIIW,FutureTech II Acquisition Corp.,NASDAQ Global Select,stock
EVGRW,Evergreen Corporation,NASDAQ Global Select,stock
STAF,Staffing 360 Solutions  Inc.,NASDAQ Capital Market,stock
SMR-WT,NuScale Power Corporation,New York Stock Exchange,stock
CSR-PC,Centerspace,New York Stock Exchange,stock
EFC-PE,Ellington Financial Inc.,New York Stock Exchange,stock
CTV-WT,Innovid Corp. WT,New York Stock Exchange,stock
LUCYW,Innovative Eyewear  Inc.,NASDAQ Capital Market,stock
SBIGW,SpringBig Holdings  Inc.,NASDAQ Global Market,stock
IMAQW,International Media Acquisition Corp.,NASDAQ Capital Market,stock
AL-PA,Air Lease Corporation,New York Stock Exchange,stock
CMRE-PE,Costamare Inc.,New York Stock Exchange,stock
RF-PB,Regions Financial Corporation,New York Stock Exchange,stock
ET-PE,Energy Transfer LP,New York Stock Exchange,stock
GLP-PA,Global Partners LP,New York Stock Exchange,stock
SITC-PA,SITE Centers Corp.,New York Stock Exchange,stock
GLLIR,Globalink Investment Inc.,NASDAQ Global Market,stock
PUCKW,Goal Acquisitions Corp.,NASDAQ Capital Market,stock
GLLI,Globalink Investment Inc.,NASDAQ Global Market,stock
MAQCW,Maquia Capital Acquisition Corporation,NASDAQ Capital Market,stock
GMBLW,Esports Entertainment Group  Inc.,NASDAQ Capital Market,stock
IVR-PB,Invesco Mortgage Capital Inc.,New York Stock Exchange,stock
IZTC,Invizyne Technologies Inc. Common Stock,NASDAQ Global Market,stock
CLRCW,ClimateRock,NASDAQ Global Market,stock
HSPOU,Horizon Space Acquisition I Corp.,NASDAQ Global Market,stock
GLACR,Global Lights Acquisition Corp Rights,NASDAQ,stock
AFJKU,Aimei Health Technology Co.  Ltd Unit,NASDAQ,stock
FTIIU,FutureTech II Acquisition Corp.,NASDAQ Global Market,stock
SVA,Sinovac Biotech Ltd.,NASDAQ Global Select,stock
SUM,Summit Materials  Inc.,New York Stock Exchange,stock
MRNS,Marinus Pharmaceuticals  Inc.,NASDAQ Global Market,stock
ATMV,AlphaVest Acquisition Corp,NASDAQ Global Market,stock
CLNNW,Clene Inc.,NASDAQ Capital Market,stock
CAPNR,Cayson Acquisition Corp Right,NASDAQ Global Select,stock
OGCP,Empire State Realty OP  L.P.,New York Stock Exchange Arca,stock
AERTW,Aeries Technology  Inc,NASDAQ Global Market,stock
RVNC,Revance Therapeutics  Inc.,NASDAQ Global Market,stock
SKGRU,SK Growth Opportunities Corporation,NASDAQ Global Market,stock
AQUNU,Aquaron Acquisition Corp.,NASDAQ Capital Market,stock
BTBDW,BT Brands  Inc.,NASDAQ Global Market,stock
