symbol,name,exchange,type
WFC-PY,Wells Fargo & Company,New York Stock Exchange,stock
MS-PE,Morgan Stanley,New York Stock Exchange,stock
ENZ,Enzo Biochem  Inc.,New York Stock Exchange,stock
PBLA,Panbela Therapeutics  Inc.,NASDAQ Capital Market,stock
AMH-PG,American Homes 4 Rent,New York Stock Exchange,stock
EPR-PG,EPR Properties,New York Stock Exchange,stock
BBAI-WT,BigBear.ai Holdings  Inc. WT,New York Stock Exchange,stock
CFG-PE,Citizens Financial Group  Inc.,New York Stock Exchange,stock
SBXD,SilverBox Corp IV,New York Stock Exchange,stock
MFA-PB,MFA Financial  Inc.,New York Stock Exchange,stock
BAC-PO,Bank of America Corporation,New York Stock Exchange,stock
ATH-PE,Athene Holding Ltd.,New York Stock Exchange,stock
PSA-PH,Public Storage,New York Stock Exchange,stock
GNL-PB,Global Net Lease  Inc.,New York Stock Exchange,stock
TCBC,TC Bancshares  Inc.,NASDAQ Capital Market,stock
SER,Serina Therapeutics Inc,New York Stock Exchange,stock
MET-PA,MetLife  Inc.,New York Stock Exchange,stock
CDR-PC,Cedar Realty Trust  Inc.,New York Stock Exchange,stock
XIN,Xinyuan Real Estate Co.  Ltd.,New York Stock Exchange,stock
C-PN,Citigroup Capital XIII TR PFD SECS,New York Stock Exchange,stock
CHMI-PB,Cherry Hill Mortgage Investment Corporation,New York Stock Exchange,stock
WFC-PC,Wells Fargo & Company,New York Stock Exchange,stock
SAZ,Saratoga Investment Corp 8.50%,New York Stock Exchange,stock
EICC,Eagle Point Income Company Inc.,New York Stock Exchange,stock
RFM,RiverNorth Flexible Municipal Income Fund  Inc.,New York Stock Exchange,stock
ACR-PD,ACRES Commercial Realty Corp.,New York Stock Exchange,stock
WTER,The Alkaline Water Company Inc.,NASDAQ Capital Market,stock
LITB,LightInTheBox Holding Co.  Ltd.,New York Stock Exchange,stock
EVEX-WT,Eve Holding  Inc.,New York Stock Exchange,stock
SCHW-PJ,The Charles Schwab Corporation,New York Stock Exchange,stock
NSA-PA,National Storage Affiliates Trust,New York Stock Exchange,stock
SEAL-PA,Seapeak LLC,New York Stock Exchange,stock
CULL,Cullman Bancorp  Inc.,NASDAQ Capital Market,stock
WRB-PE,W. R. Berkley Corporation 5.70% SB DB 2058,New York Stock Exchange,stock
FHN-PB,First Horizon Corporation,New York Stock Exchange,stock
PMT-PB,PennyMac Mortgage Investment Trust,New York Stock Exchange,stock
BIP-PB,Brookfield Infrastructure Partners L.P.,New York Stock Exchange,stock
ACHR-WT,Archer Aviation Inc. WT,New York Stock Exchange,stock
MAA-PI,Mid-America Apartment Communities  Inc.,New York Stock Exchange,stock
RC-PE,Ready Capital Corporation,New York Stock Exchange,stock
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,New York Stock Exchange,stock
PSA-PK,Public Storage,New York Stock Exchange,stock
WFC-PL,Wells Fargo & Company,New York Stock Exchange,stock
SEAL-PB,Seapeak LLC,New York Stock Exchange,stock
RSF,RiverNorth Capital and Income Fund  Inc.,New York Stock Exchange,stock
KIM-PL,Kimco Realty Corporation,New York Stock Exchange,stock
TWO-PC,Two Harbors Investment Corp.,New York Stock Exchange,stock
PSA-PJ,Public Storage,New York Stock Exchange,stock
OXY-WT,Occidental Petroleum Corporatio,New York Stock Exchange,stock
AKO-A,Embotelladora Andina S.A.,New York Stock Exchange,stock
BC-PA,Brunswick Corporation 6.500% Se,New York Stock Exchange,stock
AMPX-WT,Amprius Technologies  Inc.,New York Stock Exchange,stock
RITM-PD,Rithm Capital Corp.,New York Stock Exchange,stock
NEE-PR,NextEra Energy  Inc.,New York Stock Exchange,stock
COF-PL,Capital One Financial Corporation,New York Stock Exchange,stock
CPAC,Cementos Pacasmayo S.A.A.,New York Stock Exchange,stock
NLY-PI,Annaly Capital Management  Inc.,New York Stock Exchange,stock
SF-PB,Stifel Financial Corp.,New York Stock Exchange,stock
QVCC,QVC  Inc. 6.250% Senior Secured,New York Stock Exchange,stock
NLY-PG,Annaly Capital Management  Inc.,New York Stock Exchange,stock
UMH-PD,UMH Properties  Inc.,New York Stock Exchange,stock
IONQ-WT,IonQ  Inc. WT,New York Stock Exchange,stock
RNR-PF,RenaissanceRe Holdings Ltd.,New York Stock Exchange,stock
ATCO-PH,Atlas Corp.,New York Stock Exchange,stock
DC-WT,Dakota Gold Corp. WT,New York Stock Exchange,stock
NMHI,Nature's Miracle Holding Inc. Common Stock,NASDAQ Global Select,stock
NLY-PF,Annaly Capital Management  Inc.,New York Stock Exchange,stock
TRTN-PC,Triton International Limited,New York Stock Exchange,stock
ZVOL,Volatility Shares Trust - Volatility Premium Plus ETF,New York Stock Exchange,stock
AGM-PD,Federal Agricultural Mortgage Corporation,New York Stock Exchange,stock
BFLY-WT,Butterfly Network  Inc.,New York Stock Exchange,stock
VNO-PO,Vornado Realty Trust,New York Stock Exchange,stock
GPTY,YieldMax AI & Tech Portfolio Option Income ETF,New York Stock Exchange,stock
PMTU,PennyMac Mortgage Investment Tr,New York Stock Exchange,stock
BKKT-WT,Bakkt Holdings  Inc.,New York Stock Exchange,stock
BAC-PL,Bank of America Corporation,New York Stock Exchange,stock
RLJ-PA,RLJ Lodging Trust,New York Stock Exchange,stock
MS-PL,Morgan Stanley,New York Stock Exchange,stock
DMB,BNY Mellon Municipal Bond Infrastructure Fund  Inc.,New York Stock Exchange,stock
ASBA,Associated Banc-Corp,New York Stock Exchange,stock
LTRYW,Lottery.com Inc.,NASDAQ Global Market,stock
PETV,PetVivo Holdings  Inc.,NASDAQ Capital Market,stock
AGM-PE,Federal Agricultural Mortgage Corporation,New York Stock Exchange,stock
BARK-WT,BARK  Inc.,New York Stock Exchange,stock
EBR-B,Centrais Elétricas Brasileiras S.A. - Eletrobrás,New York Stock Exchange,stock
CIM-PC,Chimera Investment Corporation,New York Stock Exchange,stock
DLR-PK,Digital Realty Trust  Inc.,New York Stock Exchange,stock
AHH-PA,Armada Hoffler Properties  Inc.,New York Stock Exchange,stock
GAM-PB,General American Investors Company  Inc.,New York Stock Exchange,stock
PSEC-PA,Prospect Capital Corporation,New York Stock Exchange,stock
PSA-PI,Public Storage,New York Stock Exchange,stock
MINM,Minim  Inc.,NASDAQ Capital Market,stock
AACT,Ares Acquisition Corporation II,New York Stock Exchange,stock
BAC-PE,Bank of America Corporation,New York Stock Exchange,stock
CFR-PB,Cullen/Frost Bankers  Inc.,New York Stock Exchange,stock
STG,Sunlands Technology Group,New York Stock Exchange,stock
KREF-PA,KKR Real Estate Finance Trust Inc.,New York Stock Exchange,stock
PSA-PL,Public Storage,New York Stock Exchange,stock
AGM-PF,Federal Agricultural Mortgage Corporation,New York Stock Exchange,stock
GTLS-PB,Chart Industries  Inc.,New York Stock Exchange,stock
PRIF-PF,Priority Income Fund  Inc.,New York Stock Exchange,stock
TDS-PV,Telephone and Data Systems  Inc.,New York Stock Exchange,stock
TRTN-PD,Triton International Limited,New York Stock Exchange,stock
CRD-B,Crawford & Company,New York Stock Exchange,stock
OPFI-WT,OppFi Inc. WT,New York Stock Exchange,stock
PMT-PC,PennyMac Mortgage Investment Trust,New York Stock Exchange,stock
TTOO,T2 Biosystems  Inc.,NASDAQ Capital Market,stock
APO-PA,Apollo Global Management  Inc.,New York Stock Exchange,stock
BIP-PA,Brookfield Infrastructure Partners L.P.,New York Stock Exchange,stock
NEUE,NeueHealth  Inc.,New York Stock Exchange,stock
GLOP-PA,GasLog Partners LP,New York Stock Exchange,stock
XELA,Exela Technologies  Inc.,NASDAQ Capital Market,stock
GRBK-PA,Green Brick Partners  Inc.,New York Stock Exchange,stock
KIM-PM,Kimco Realty Corporation,New York Stock Exchange,stock
OPP-PA,RiverNorth/DoubleLine Strategic Opportunity Fund  Inc.,New York Stock Exchange,stock
BEPI,Brookfield BRP Holdings (Canada,New York Stock Exchange,stock
ESBA,Empire State Realty OP  L.P.,New York Stock Exchange Arca,stock
HPP-PC,Hudson Pacific Properties  Inc.,New York Stock Exchange,stock
BW-PA,Babcock & Wilcox Enterprises  Inc.,New York Stock Exchange,stock
GPAK,Gamer Pakistan Inc. Common Stock,NASDAQ,stock
AHL-PD,Aspen Insurance Holdings Limited,New York Stock Exchange,stock
BML-PL,Bank of America Corporation,New York Stock Exchange,stock
PSA-PO,Public Storage,New York Stock Exchange,stock
ECCV,Eagle Point Credit Company Inc.,New York Stock Exchange,stock
MITT-PB,AG Mortgage Investment Trust  Inc.,New York Stock Exchange,stock
MDV-PA,Modiv Inc.,New York Stock Exchange,stock
KIM-PN,Kimco Realty Corporation,New York Stock Exchange,stock
BHR-PB,Braemar Hotels & Resorts Inc.,New York Stock Exchange,stock
EPR-PC,EPR Properties,New York Stock Exchange,stock
VLN-WT,Valens Semiconductor Ltd. WT,New York Stock Exchange,stock
RWTN,Redwood Trust  Inc. 9.125% Seni,New York Stock Exchange,stock
SOJC,The Southern Company JR 2017B NT 77,New York Stock Exchange,stock
ATCO-PD,Atlas Corp.,New York Stock Exchange,stock
ACR-PC,ACRES Commercial Realty Corp.,New York Stock Exchange,stock
CADE-PA,Cadence Bank,New York Stock Exchange,stock
OPGN,OpGen  Inc.,NASDAQ Capital Market,stock
GLOP-PB,GasLog Partners LP,New York Stock Exchange,stock
PSA-PQ,Public Storage,New York Stock Exchange,stock
BWSN,Babcock & Wilcox Enterprises  I,New York Stock Exchange,stock
BWNB,Babcock & Wilcox Enterprises  I,New York Stock Exchange,stock
SBNY,Signature Bank,NASDAQ Global Select,stock
EGF,BlackRock Enhanced Government Fund  Inc.,New York Stock Exchange,stock
CHRB,Charah Solutions  Inc. 8.50% Se,New York Stock Exchange,stock
BTCY,Biotricity  Inc.,NASDAQ Capital Market,stock
BEST,BEST Inc.,New York Stock Exchange,stock
WRB-PH,W.R. Berkley Corporation 4.125%,New York Stock Exchange,stock
COF-PN,Capital One Financial Corporation,New York Stock Exchange,stock
ORGS,Orgenesis Inc.,NASDAQ Capital Market,stock
ACCS,ACCESS Newswire Inc.,New York Stock Exchange,stock
FHN-PF,First Horizon Corporation,New York Stock Exchange,stock
ETWO-WT,E2open Parent Holdings  Inc.,New York Stock Exchange,stock
SNAX,Stryve Foods  Inc.,NASDAQ Capital Market,stock
USB-PQ,U.S. Bancorp,New York Stock Exchange,stock
EQH-PC,Equitable Holdings  Inc.,New York Stock Exchange,stock
UNMA,Unum Group 6.250% JR NT58,New York Stock Exchange,stock
THIR,THOR Financial Technologies Tru,New York Stock Exchange,stock
PSFE-WT,Paysafe Limited,New York Stock Exchange,stock
VNO-PM,Vornado Realty Trust,New York Stock Exchange,stock
DTW,DTE Energy Company JR SUB DB 2017 E,New York Stock Exchange,stock
VAL-WT,Valaris Limited WT,New York Stock Exchange,stock
MITT-PC,AG Mortgage Investment Trust  Inc.,New York Stock Exchange,stock
DX-PC,Dynex Capital  Inc.,New York Stock Exchange,stock
BML-PJ,Bank of America Corporation,New York Stock Exchange,stock
VNO-PN,Vornado Realty Trust,New York Stock Exchange,stock
RIV-PA,RiverNorth Opportunities Fund  Inc.,New York Stock Exchange,stock
BML-PG,Bank of America Corporation,New York Stock Exchange,stock
TRTX-PC,TPG RE Finance Trust  Inc.,New York Stock Exchange,stock
CMRE-PC,Costamare Inc.,New York Stock Exchange,stock
DBRG-PH,DigitalBridge Group  Inc.,New York Stock Exchange,stock
AHT-PD,Ashford Hospitality Trust  Inc.,New York Stock Exchange,stock
PBI-PB,Pitney Bowes Inc. NT 43,New York Stock Exchange,stock
GPMT-PA,Granite Point Mortgage Trust Inc.,New York Stock Exchange,stock
EFC-PA,Ellington Financial Inc.,New York Stock Exchange,stock
ICR-PA,Inpoint Commercial Real Estate Income  Inc.,New York Stock Exchange,stock
SLG-PI,SL Green Realty Corp.,New York Stock Exchange,stock
PSA-PS,Public Storage,New York Stock Exchange,stock
SEAC,SeaChange International  Inc.,NASDAQ Global Select,stock
DZSI,DZS Inc.,NASDAQ Capital Market,stock
FGN,F&G Annuities & Life  Inc. 7.95,New York Stock Exchange,stock
LXP-PC,LXP Industrial Trust,New York Stock Exchange,stock
CFG-PH,Citizens Financial Group  Inc.,New York Stock Exchange,stock
SAY,Saratoga Investment Corp 8.125%,New York Stock Exchange,stock
EFC-PB,Ellington Financial Inc.,New York Stock Exchange,stock
AFGC,American Financial Group  Inc.,New York Stock Exchange,stock
GNL-PD,Global Net Lease  Inc.,New York Stock Exchange,stock
AGM-PG,Federal Agricultural Mortgage Corporation,New York Stock Exchange,stock
INEQ,Columbia International Equity Income ETF,New York Stock Exchange,stock
MFAN,MFA Financial  Inc. 8.875% Seni,New York Stock Exchange,stock
EICA,Eagle Point Income Company Inc.,New York Stock Exchange,stock
MOBQ,Mobiquity Technologies  Inc.,NASDAQ Capital Market,stock
AENTW,Alliance Entertainment Holding Corporation,NASDAQ Capital Market,stock
FCRX,First Eagle Alternative Capital BDC  Inc.,New York Stock Exchange,stock
FREY-WT,FREYR Battery  Inc. WT,New York Stock Exchange,stock
SNV-PD,Synovus Financial Corp.,New York Stock Exchange,stock
CUBI-PE,Customers Bancorp  Inc.,New York Stock Exchange,stock
ADC-PA,Agree Realty Corporation,New York Stock Exchange,stock
JXN-PA,Jackson Financial Inc.,New York Stock Exchange,stock
TDS-PU,Telephone and Data Systems  Inc.,New York Stock Exchange,stock
PRIF-PL,Priority Income Fund  Inc.,New York Stock Exchange,stock
CELG-RI,Bristol-Myers Squibb Company Ce,New York Stock Exchange,stock
MTB-PH,M&T Bank Corporation,New York Stock Exchange,stock
HYAC,Haymaker Acquisition Corp. III,NASDAQ Capital Market,stock
FOWF,Pacer Solactive Whitney Future of Warfare ETF,New York Stock Exchange,stock
OAK-PA,Oaktree Capital Group  LLC 6.625% PFD UT A,New York Stock Exchange,stock
ML-WT,MoneyLion Inc. WT,New York Stock Exchange,stock
ACLC,American Century ETF Trust - American Century Large Cap Equity ETF,New York Stock Exchange,stock
BFS-PD,Saul Centers  Inc.,New York Stock Exchange,stock
PRIF-PH,Priority Income Fund  Inc.,New York Stock Exchange,stock
TFC-PI,Truist Financial Corporation,New York Stock Exchange,stock
CIG-C,Companhia Energética de Minas Gerais,New York Stock Exchange,stock
CODI-PA,Compass Diversified,New York Stock Exchange,stock
EPR-PE,EPR Properties,New York Stock Exchange,stock
DNMR,Danimer Scientific  Inc.,New York Stock Exchange,stock
MCOM,Micromobility.com Inc.,NASDAQ Capital Market,stock
AHT-PF,Ashford Hospitality Trust  Inc.,New York Stock Exchange,stock
CTA-PB,E. I. du Pont de Nemours and Company,New York Stock Exchange,stock
GNL-PA,Global Net Lease  Inc.,New York Stock Exchange,stock
ALTG-PA,Alta Equipment Group Inc.,New York Stock Exchange,stock
WBS-PG,Webster Financial Corporation,New York Stock Exchange,stock
MITP,AG Mortgage Investment Trust  I,New York Stock Exchange,stock
SB-PD,Safe Bulkers  Inc.,New York Stock Exchange,stock
TVE,Tennessee Valley Authority PARRS A 2029,New York Stock Exchange,stock
GS-PC,The Goldman Sachs Group  Inc. PFD 1/1000 C,New York Stock Exchange,stock
RC-PC,Ready Capital Corporation,New York Stock Exchange,stock
TBLT,ToughBuilt Industries  Inc.,NASDAQ Capital Market,stock
SPLP-PA,Steel Partners Holdings L.P.,New York Stock Exchange,stock
IVR-PC,Invesco Mortgage Capital Inc.,New York Stock Exchange,stock
NREF-PA,NexPoint Real Estate Finance  Inc.,New York Stock Exchange,stock
ELC,Entergy Louisiana  LLC COLLATERAL TR MT,New York Stock Exchange,stock
CHMI-PA,Cherry Hill Mortgage Investment Corporation,New York Stock Exchange,stock
HLGN,Heliogen  Inc.,New York Stock Exchange,stock
MFAO,MFA Financial  Inc. 9.000% Seni,New York Stock Exchange,stock
GMRE-PA,Global Medical REIT Inc.,New York Stock Exchange,stock
GPJA,Georgia Power Company 5% JR SUB NT 77,New York Stock Exchange,stock
SB-PC,Safe Bulkers  Inc.,New York Stock Exchange,stock
MITN,AG Mortgage Investment Trust  I,New York Stock Exchange,stock
MHLA,Maiden Holdings  Ltd. 6.625 NT 2046,New York Stock Exchange,stock
DXYN,The Dixie Group  Inc.,NASDAQ Global Market,stock
BH-A,Biglari Holdings Inc.,New York Stock Exchange,stock
EEA,The European Equity Fund  Inc.,New York Stock Exchange,stock
TOPS,Top Ships Inc.,NASDAQ Capital Market,stock
TRTN-PB,Triton International Limited,New York Stock Exchange,stock
MARK,Remark Holdings  Inc.,NASDAQ Capital Market,stock
SVVC,Firsthand Technology Value Fund  Inc.,NASDAQ Global Select,stock
ATEK,Athena Technology Acquisition Corp. II,New York Stock Exchange,stock
GETR,Getaround  Inc.,New York Stock Exchange,stock
LFLY,Leafly Holdings  Inc.,NASDAQ Global Market,stock
OTRKP,Ontrak  Inc.,NASDAQ Global Market,stock
GHSI,Guardion Health Sciences  Inc.,NASDAQ Capital Market,stock
SMIT,Schmitt Industries  Inc.,NASDAQ Capital Market,stock
AOGOU,Arogo Capital Acquisition Corp.,NASDAQ Global Market,stock
NBST,Newbury Street Acquisition Corporation,NASDAQ Capital Market,stock
EBET,EBET  Inc.,NASDAQ Capital Market,stock
IONM,Assure Holdings Corp.,NASDAQ Capital Market,stock
IRAA,Iris Acquisition Corp,NASDAQ Capital Market,stock
IRAAU,Iris Acquisition Corp,NASDAQ Capital Market,stock
EVLO,Evelo Biosciences  Inc.,NASDAQ Global Select,stock
LMPX,LMP Automotive Holdings  Inc.,NASDAQ Capital Market,stock
GOEV,Canoo Inc.,NASDAQ Global Select,stock
FRTX,Fresh Tracks Therapeutics  Inc.,NASDAQ Capital Market,stock
HALL,Hallmark Financial Services  Inc.,NASDAQ Global Market,stock
VIVE,Viveve Medical  Inc.,NASDAQ Capital Market,stock
AMLI,American Lithium Corp.,NASDAQ Capital Market,stock
WHLM,Wilhelmina International  Inc.,NASDAQ Capital Market,stock
APXI,APx Acquisition Corp. I,NASDAQ Global Market,stock
BKSC,Bank of South Carolina Corporation,NASDAQ Capital Market,stock
BIOR,Biora Therapeutics  Inc.,NASDAQ Global Market,stock
FFBW,FFBW  Inc.,NASDAQ Capital Market,stock
ZIVO,ZIVO Bioscience  Inc.,NASDAQ Capital Market,stock
UBOH,United Bancshares  Inc.,NASDAQ Global Market,stock
LUNA,Luna Innovations Incorporated,NASDAQ Capital Market,stock
CAUD,Collective Audience  Inc.,NASDAQ Global Market,stock
BGXX,Bright Green Corporation,NASDAQ Capital Market,stock
BHACU,Crixus BH3 Acquisition Company,NASDAQ Global Market,stock
CALA,Calithera Biosciences  Inc.,NASDAQ Global Select,stock
CRTD,Creatd  Inc.,NASDAQ Capital Market,stock
STAB,Statera Biopharma  Inc.,NASDAQ Capital Market,stock
SALM,Salem Media Group  Inc.,NASDAQ Global Market,stock
PUCK,Goal Acquisitions Corp.,NASDAQ Capital Market,stock
PPYA,Papaya Growth Opportunity Corp. I,NASDAQ Global Market,stock
TCON,TRACON Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
IRRX,Integrated Rail and Resources Acquisition Corp.,New York Stock Exchange,stock
BTTX,Better Therapeutics  Inc.,NASDAQ Capital Market,stock
EFTR,eFFECTOR Therapeutics  Inc.,NASDAQ Capital Market,stock
NMRD,Nemaura Medical Inc.,NASDAQ Capital Market,stock
GLLIU,Globalink Investment Inc.,NASDAQ Global Market,stock
SRNE,Sorrento Therapeutics  Inc.,NASDAQ Capital Market,stock
MCAG,Mountain Crest Acquisition Corp. V,NASDAQ Global Market,stock
NEXI,NexImmune  Inc.,NASDAQ Global Market,stock
IGTAU,Inception Growth Acquisition Limited,NASDAQ Global Market,stock
PORT,Southport Acquisition Corporation,New York Stock Exchange,stock
AEAEU,AltEnergy Acquisition Corp.,NASDAQ Global Market,stock
GRTX,Galera Therapeutics  Inc.,NASDAQ Global Market,stock
ELOX,Eloxx Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
MGAM,Mobile Global Esports Inc.,NASDAQ Capital Market,stock
SRAX,SRAX  Inc.,NASDAQ Global Market,stock
XELAP,Exela Technologies  Inc.,NASDAQ Capital Market,stock
DSAQ,Direct Selling Acquisition Corp.,New York Stock Exchange,stock
SWSSU,Springwater Special Situations Corp.,NASDAQ Capital Market,stock
CYAN,Cyanotech Corporation,NASDAQ Capital Market,stock
LUXH,LuxUrban Hotels Inc.,NASDAQ Capital Market,stock
KRBP,Kiromic BioPharma  Inc.,NASDAQ Capital Market,stock
GROM,Grom Social Enterprises  Inc.,NASDAQ Capital Market,stock
LTCH,Latch  Inc.,NASDAQ Global Select,stock
PUCKU,Goal Acquisitions Corp.,NASDAQ Capital Market,stock
OCAX,OCA Acquisition Corp.,NASDAQ Capital Market,stock
FRLA,Fortune Rise Acquisition Corporation,NASDAQ Global Market,stock
VAXX,Vaxxinity  Inc.,NASDAQ Global Market,stock
SUAC,ShoulderUp Technology Acquisition Corp.,New York Stock Exchange,stock
BSFC,Blue Star Foods Corp.,NASDAQ Capital Market,stock
UTRS,Minerva Surgical  Inc.,NASDAQ Global Market,stock
EGRX,Eagle Pharmaceuticals  Inc.,NASDAQ Global Market,stock
NVOS,Novo Integrated Sciences  Inc.,NASDAQ Capital Market,stock
TLIS,Talis Biomedical Corporation,NASDAQ Global Market,stock
GMBLP,Esports Entertainment Group  Inc.,NASDAQ Capital Market,stock
INTE,Integral Acquisition Corporation 1,NASDAQ Global Market,stock
AFIB,Acutus Medical  Inc.,NASDAQ Global Select,stock
CMRA,Comera Life Sciences Holdings  Inc.,NASDAQ Capital Market,stock
BBIG,Vinco Ventures  Inc.,NASDAQ Capital Market,stock
NXTP,NextPlay Technologies  Inc.,NASDAQ Capital Market,stock
LTRPB,Liberty TripAdvisor Holdings  Inc.,NASDAQ Global Select,stock
FRLAU,Fortune Rise Acquisition Corporation,NASDAQ Global Market,stock
SCPS,Scopus BioPharma Inc.,NASDAQ Global Market,stock
MULG,Muliang Viagoo Technology  Inc.,NASDAQ,stock
FRZA,Forza X1  Inc.,NASDAQ Capital Market,stock
COMSP,COMSovereign Holding Corp.,NASDAQ Capital Market,stock
MSVB,Mid-Southern Bancorp  Inc.,NASDAQ Capital Market,stock
AEAE,AltEnergy Acquisition Corp.,NASDAQ Global Market,stock
FLDD,FTAC Emerald Acquisition Corp.,NASDAQ Global Market,stock
CLOEU,Clover Leaf Capital Corp.,NASDAQ Capital Market,stock
CNGLU,Canna-Global Acquisition Corp,NASDAQ Global Market,stock
AAGR,African Agriculture Holdings Inc.,NASDAQ Global Market,stock
BIMI,BIMI International Medical Inc.,NASDAQ Capital Market,stock
TCOA,Trajectory Alpha Acquisition Corp.,New York Stock Exchange,stock
TRVN,Trevena  Inc.,NASDAQ Capital Market,stock
SWSS,Springwater Special Situations Corp.,NASDAQ Capital Market,stock
IMAQU,International Media Acquisition Corp.,NASDAQ Capital Market,stock
MAQC,Maquia Capital Acquisition Corporation,NASDAQ Capital Market,stock
NBSTU,Newbury Street Acquisition Corporation,NASDAQ Capital Market,stock
RIBT,RiceBran Technologies,NASDAQ Capital Market,stock
AOGO,Arogo Capital Acquisition Corp.,NASDAQ Global Market,stock
AILE,Arrowroot Acquisition Corp.,NASDAQ Global Market,stock
CETXP,Cemtrex  Inc.,NASDAQ Capital Market,stock
SPEC,Spectaire Holdings Inc.,NASDAQ Global Market,stock
MRAI,Marpai  Inc.,NASDAQ Capital Market,stock
AONC,American Oncology Network  Inc.,NASDAQ Capital Market,stock
INTEU,Integral Acquisition Corporation 1,NASDAQ Global Market,stock
OCAXU,OCA Acquisition Corp.,NASDAQ Capital Market,stock
MAQCU,Maquia Capital Acquisition Corporation,NASDAQ Capital Market,stock
FNCH,Finch Therapeutics Group  Inc.,NASDAQ Global Select,stock
CLOE,Clover Leaf Capital Corp.,NASDAQ Capital Market,stock
OFED,Oconee Federal Financial Corp.,NASDAQ Capital Market,stock
SOFO,Sonic Foundry  Inc.,NASDAQ Capital Market,stock
MCAGU,Mountain Crest Acquisition Corp. V,NASDAQ Global Market,stock
ALPP,Alpine 4 Holdings  Inc.,NASDAQ Capital Market,stock
SBIG,SpringBig Holdings  Inc.,NASDAQ Global Market,stock
ARDS,Aridis Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
CNGL,Canna-Global Acquisition Corp,NASDAQ Global Market,stock
NVAC,NorthView Acquisition Corporation,NASDAQ Global Market,stock
FXLV,F45 Training Holdings Inc.,New York Stock Exchange,stock
ASPU,Aspen Group  Inc.,NASDAQ Global Market,stock
GMBL,Esports Entertainment Group  Inc.,NASDAQ Capital Market,stock
INOV,Inovalon Holdings  Inc.,NASDAQ Global Select,stock
VIRX,Viracta Therapeutics  Inc.,NASDAQ Global Select,stock
ALCE,Alternus Clean Energy Inc,NASDAQ Capital Market,stock
NBET,Neuberger Berman Energy Transition & Infrastructure ETF,New York Stock Exchange,stock
REXR-PB,Rexford Industrial Realty  Inc.,New York Stock Exchange,stock
BIPI,BIP Bermuda Holdings I Limited,New York Stock Exchange,stock
EICB,Eagle Point Income Company Inc.,New York Stock Exchange,stock
SPLP,Steel Partners Holdings L.P.,New York Stock Exchange,stock
TWO-PB,Two Harbors Investment Corp.,New York Stock Exchange,stock
BEDU,Bright Scholar Education Holdings Limited,New York Stock Exchange,stock
RGT,Royce Global Value Trust  Inc.,New York Stock Exchange,stock
AQNB,Algonquin Power & Utilities Cor,New York Stock Exchange,stock
GLOP-PC,GasLog Partners LP,New York Stock Exchange,stock
VHC,VirnetX Holding Corp,New York Stock Exchange,stock
DSX-PB,Diana Shipping Inc.,New York Stock Exchange,stock
AFGB,American Financial Group  Inc.,New York Stock Exchange,stock
CCM,Concord Medical Services Holdings Limited,New York Stock Exchange,stock
TRTN-PE,Triton International Limited,New York Stock Exchange,stock
RWT-PA,Redwood Trust  Inc.,New York Stock Exchange,stock
SPG-PJ,Simon Property Group  Inc.,New York Stock Exchange,stock
SRL,Scully Royalty Ltd.,New York Stock Exchange,stock
MHNC,Maiden Holdings North America  Ltd.,New York Stock Exchange,stock
GSL-PB,Global Ship Lease  Inc.,New York Stock Exchange,stock
RBOT-WT,Vicarious Surgical Inc. WT,New York Stock Exchange,stock
EQS,Equus Total Return  Inc.,New York Stock Exchange,stock
THRO,iShares U.S. Thematic Rotation Active ETF,New York Stock Exchange Arca,stock
DYNT,Dynatronics Corporation,NASDAQ Capital Market,stock
MOG-B,Moog Inc.,New York Stock Exchange,stock
CUBB,Customers Bancorp  Inc 5.375% S,New York Stock Exchange,stock
ATIP,ATI Physical Therapy  Inc.,New York Stock Exchange,stock
QVCD,QVC  Inc. 6.375% Senior Secured,New York Stock Exchange,stock
CLDT-PA,Chatham Lodging Trust,New York Stock Exchange,stock
CMRE-PB,Costamare Inc.,New York Stock Exchange,stock
DRH-PA,DiamondRock Hospitality Company,New York Stock Exchange,stock
SHO-PH,Sunstone Hotel Investors  Inc.,New York Stock Exchange,stock
TWO-PA,Two Harbors Investment Corp.,New York Stock Exchange,stock
IIPR-PA,Innovative Industrial Properties  Inc.,New York Stock Exchange,stock
IRS-WT,IRSA Inversiones y Representaciones Sociedad Anónima,New York Stock Exchange,stock
RJF-PB,Raymond James Financial  Inc.,New York Stock Exchange,stock
VCNX,Vaccinex  Inc.,NASDAQ Capital Market,stock
SAJ,Saratoga Investment Corp 8.00%,New York Stock Exchange,stock
BEP-PA,Brookfield Renewable Partners L.P.,New York Stock Exchange,stock
ASB-PE,Associated Banc-Corp,New York Stock Exchange,stock
XIDV,Franklin International Dividend Multiplier Index ETF,New York Stock Exchange,stock
PRIF-PI,Priority Income Fund  Inc.,New York Stock Exchange,stock
PERF-WT,Perfect Corp.,New York Stock Exchange,stock
CLBR-WT,PSQ Holdings  Inc.,New York Stock Exchange,stock
ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28,New York Stock Exchange,stock
BFS-PE,Saul Centers  Inc.,New York Stock Exchange,stock
